probe_id,gene_id
cg17616554,CFTR
cg26447413,GAS1
cg23131950,AP2S1
cg18369465,LRRC75A
cg13234062,FOSL1
cg12353788,CHD3
cg05971769,SPECC1
cg10069298,CDCA7L
cg00960008,MTMR3
cg22263591,SLC39A11
cg08848172,SKAP2
cg23101005,FRYL
cg06619299,GMCL1L
cg17242874,MPST
cg18890556,FAM124B
cg13674428,PDE1A
cg14253848,GOLGA2
cg14253848,C9orf119
cg21410629,TCEAL4
cg27367871,CXCR7
cg04608746,LPAR2
cg04608746,GMIP
cg01639244,EXOSC3
cg26585066,TBC1D3
cg26585066,TBC1D3F
cg04263537,MYH9
cg14401837,NPSR1
cg06644373,SATB2
cg09688700,AGBL2
cg14996935,KRIT1
cg14996935,ANKIB1
cg13024359,PARD6B
cg00836091,TKT
cg07630041,ADAP1
cg26470061,PLEKHA6
cg08485565,KCNK4
cg12337416,NDUFA5
cg12337416,ASB15
cg00810607,CNIH4
cg06595162,NCRNA00114
cg15165864,NUP85
cg05975928,OR51Q1
cg24327472,FBXO16
cg16065219,CD3E
cg04026012,SYNCRIP
cg15056572,MIR505
cg15676084,ENAH
cg26923577,IL16
cg12259256,TMEM101
cg04134763,NLGN4X
cg16736889,ACSM5
cg20189916,SF3B2
cg10163342,BVES-AS1
cg10163342,BVES
cg18051316,RDBP
cg18051316,SKIV2L
cg18051316,MIR1236
cg07016638,RPL23AP82
cg07016638,RABL2B
cg18435593,RARRES1
cg22860978,PLCXD2
cg22860978,PHLDB2
cg17316475,ABAT
cg04381236,TPP1
cg00160301,NEB
cg03956353,EPS8L3
cg24690071,ZIC2
cg11353035,BCL6B
cg08331163,OR4D11
cg27131821,IL2RA
cg00195372,KRTAP10-11
cg00195372,TSPEAR
cg17984612,FBXO34
cg13612275,C3orf26
cg13612275,FILIP1L
cg13612275,MIR548G
cg17158811,SSX1
cg22551018,RAET1L
cg12374511,POLQ
cg13927251,FLT4
cg26796990,RABL5
cg27476456,RFX1
cg03548396,KIAA0226
cg06121207,NAT15
cg06121207,ZNF597
cg03331263,C20orf166
cg03331263,C20orf200
cg02395127,LMAN1L
cg26736796,ST13
cg26736796,XPNPEP3
cg14248531,DLG3
cg14903221,PHYH
cg00980007,PANX3
cg23352384,DNAJB6
cg04869977,RREB1
cg16285942,DCLK2
cg00138126,PMEPA1
cg03614325,HPS4
cg00018524,SEPT10
cg00018524,ANKRD57
cg22724069,FAHD2B
cg11452292,ATP5L
cg01803297,DMRT2
cg02060738,APBA2
cg02220365,CORO1B
cg19322290,PARP6
cg01917202,PDSS2
cg12626384,FUCA1
cg20100381,NAE1
cg05243804,FECH
cg05202407,TOP3A
cg05202407,SMCR8
cg06875308,GUCA1A
cg17590101,SLC38A5
cg25720371,PEX19
cg09248067,ADNP
cg22278183,WARS
cg22278183,WDR25
cg08984405,RNMTL1
cg08984405,GLOD4
cg27300950,TMPRSS4
cg15645605,MRPL35
cg26316814,ADD3
cg21590097,PMEL
cg21590097,CDK2
cg07059875,EPCAM
cg11964338,ZNF610
cg27160085,SHC4
cg12219401,PEMT
cg17217677,SMPD3
cg18925716,CBLN4
cg06602086,IFT140
cg06602086,TMEM204
cg21922574,NETO1
cg01281797,LYSMD1
cg01281797,SCNM1
cg11899374,PDGFRL
cg23521126,CD22
cg15563139,TAS2R19
cg15563139,PRH1-PRR4
cg15563139,PRH1
cg25081201,FXYD4
cg19798055,OR4C45
cg00935993,C2orf43
cg11579708,CCDC3
cg11579708,OPTN
cg13613317,ZFP30
cg16685811,SLC41A3
cg01631408,OR2T33
cg08272268,ZNF281
cg22786506,SIK3
cg11935265,SNX30
cg20040747,SEMA7A
cg22339486,TDRKH
cg25538809,MAP2K3
cg02958455,MTMR3
cg02368428,MIR1909
cg02368428,REXO1
cg05824709,SEMA4A
cg00475085,PRPF19
cg10294208,C14orf80
cg02030396,RP1L1
cg18011163,ZNF148
cg00393348,TULP4
cg04330326,SGTA
cg11036833,CDO1
cg02322911,DCN
cg14019124,RCE1
cg14418802,H6PD
cg17263089,SLC25A3
cg15225701,FER
cg20095233,GFRA1
cg04764399,EID2B
cg16672925,CH25H
cg13948074,C1orf220
cg04713352,ATP4A
cg00321288,MGAT4C
cg16303825,SEC13
cg22889895,ARFGAP1
cg23302316,FANCF
cg10237088,POFUT1
cg10237088,PLAGL2
cg26893530,PEAK1
cg21197594,EHMT1
cg21197594,FLJ40292
cg03190099,FAHD2A
cg14361641,GMCL1
cg14549475,STARD10
cg20128912,JOSD2
cg26354968,MRPL16
cg17340314,TESK1
cg17340314,MIR4667
cg11675413,FARP1
cg11675413,RNF113B
cg27449572,LOXL4
cg10440923,ERLEC1
cg10440923,GPR75-ASB3
cg10440923,ASB3
cg10929556,RAB5B
cg17092609,FER1L5
cg07898446,FAM50B
cg16029351,CNDP1
cg16077929,CDKL1
cg18901116,CDH23
cg02517489,UBE3A
cg12917258,UBTD1
cg12917258,MMS19
cg03173582,FAAH2
cg11249313,DOCK10
cg03865947,SPDYA
cg05098566,KIAA1949
cg08268254,DCAF5
cg24565205,INTS4
cg27163061,RPS6KA4
cg27163061,MIR1237
cg18432895,DUSP4
cg06714871,ANKRD28
cg10097150,MC4R
cg24094029,KRT73
cg03034864,C1orf31
cg06562953,LOC101927230
cg14096569,ZBTB22
cg14096569,TAPBP
cg02962499,FITM2
cg20274944,C15orf52
cg26863600,GNG7
cg04648440,BRD3
cg14311181,OTUD3
cg20961824,C1orf159
cg24948067,RHOT1
cg00224523,GRB10
cg11375665,SERPINB7
cg02279127,RDH13
cg04965811,COX15
cg04965811,CUTC
cg23337386,LOC389602
cg22749173,GNG7
cg17718377,DTX1
cg01326085,LRIT3
cg22128410,NPY5R
cg24879395,ANKRD40
cg01194782,C5orf51
cg22855731,DDR2
cg16449355,TSPEAR
cg09079882,NUBP1
cg09862324,OR51B5
cg06182261,LOC643406
cg25217695,LOC100631378
cg02936854,SLC2A11
cg07922606,HIST1H3E
cg05503824,ATP13A5
cg00221908,LOC100130744
cg00221908,ANKH
cg03228980,SYNE3
cg10283277,SIK2
cg06210576,FRS2
cg06696176,DHRS9
cg03188346,CLIP2
cg27072247,SEMA6A
cg06240209,CTBP2
cg02602010,TCF23
cg01597727,MYH7B
cg01597727,MIR499
cg10113031,EPHX1
cg02172533,HLA-DOA
cg16204009,COL29A1
cg11131549,TRAF5
cg00059225,GLRA1
cg03031839,NCALD
cg04999691,C7orf29
cg04999691,LRRC61
cg09419591,FNDC9
cg09419591,CYFIP2
cg02696607,PRKAG2
cg22713892,ZNF41
cg02071439,C9orf163
cg02071439,SEC16A
cg09771049,KPNA2
cg12303102,ANXA7
cg24932289,BCOR
cg00393130,CLEC3B
cg12723011,FGFBP2
cg08036104,OSBP2
cg09648424,CD300E
cg24663970,OXGR1
cg00292971,FAM131B
cg07567777,KLK10
cg22888484,SNHG11
cg25692425,C10orf40
cg17420659,ATM
cg17420659,NPAT
cg06586599,MCOLN1
cg20154216,UBTFL1
cg08635689,FAM40A
cg24989534,MREG
cg18116418,LCE3D
cg14807892,OSBPL6
cg04967752,PDE1B
cg00651626,IGLL5
cg16150213,PYY
cg24707023,HIST1H2AM
cg24707023,HIST1H2BO
cg22252898,LYPD6
cg24726946,A1CF
cg19766102,XPNPEP1
cg07709681,PGBD4
cg07709681,C15orf24
cg07007420,KCNE1
cg11961288,BLOC1S3
cg11961288,TRAPPC6A
cg18916019,B4GALNT4
cg01036828,PAIP2B
cg06356032,GTF2B
cg06454760,ZNF135
cg19688118,CCDC112
cg02727723,C17orf63
cg24462241,CITED2
cg21690805,TRABD
cg04237338,TEX14
cg07891883,FNTB
cg07891883,CHURC1-FNTB
cg17438849,HECW1
cg13461600,ABCF3
cg08469540,ISG15
cg16359174,MAMSTR
cg15587693,TRAF3IP1
cg11393099,PTPN5
cg25886076,EREG
cg08275278,DYNC1I1
cg09177541,LIMS2
cg19508233,TXNDC5
cg19508233,BLOC1S5-TXNDC5
cg01034363,GCHFR
cg23998987,TBL3
cg14037393,C1orf123
cg26764244,GNG12
cg24767968,HOXB3
cg19019321,TANC1
cg18863090,DAB1
cg15234346,SCAPER
cg14888296,FBXW12
cg26334888,FAM3D
cg15181911,RUSC2
cg24667758,LOC728606
cg10253929,LTBP4
cg01746873,ATP11A
cg20156382,LOC284632
cg22892237,DPY19L3
cg01430390,UNC13D
cg23377042,GREB1
cg18458833,ACE2
cg13765660,ZNF589
cg22809119,GNAI1
cg22269795,EFHD2
cg02416336,KRTAP6-2
cg02670466,NBEAL2
cg26028810,MICA
cg21010859,BDNF
cg14205952,ABL1
cg14166053,ACCN4
cg15810285,KLKP1
cg08266655,C19orf30
cg16540921,MTHFSD
cg16540921,FLJ30679
cg21223159,VWC2L
cg09180848,BNC1
cg22426329,ABCB5
cg25485294,HIST1H4L
cg25485294,HIST1H3I
cg11743349,KCNIP4
cg18836745,C1QTNF5
cg18836745,MFRP
cg03402001,ZNF598
cg01713201,SYNE1
cg08766503,PSMB9
cg08766503,TAP1
cg01149154,SHANK2
cg03966045,STRADB
cg03966045,TRAK2
cg19787769,PLA2G6
cg19529502,TMEM106C
cg09758761,MIR521-2
cg17055993,TG
cg17055993,SLA
cg20703752,CCDC103
cg20703752,EFTUD2
cg14669500,CKAP5
cg00381298,LPP
cg10396459,STRIP1
cg06393286,FAM43B
cg26185393,AMPD2
cg09233704,SLC6A8
cg00522443,EDAR
cg10232733,LOC101928402
cg10232733,STAG2
cg08698271,MED23
cg05106699,PRDM7
cg00593269,LOC101927849
cg19417832,PCDH1
cg13637893,MIR758
cg13637893,MIR329-2
cg13637893,MIR329-1
cg07305719,ZNF365
cg00855703,GREB1
cg03727673,RAP1GAP
cg22755785,ZNF227
cg00713526,ARMC1
cg05082811,DAB1
cg21648245,LOC285456
cg21648245,RPL34
cg27653343,KCNMB3
cg24373308,BAG2
cg18587364,ZNF562
cg09787259,ATP5O
cg05712073,ZNF384
cg16805354,CABP1
cg07337598,ANXA9
cg06010111,LIPT1
cg06010111,TSGA10
cg22666013,PGAP1
cg20751430,FYN
cg10807919,DDX11
cg09089579,ADNP
cg02631957,CSNK1G3
cg08373610,RFTN2
cg10370872,CBFA2T3
cg06865303,MTMR3
cg18237618,CITED4
cg14998790,RBBP9
cg22150978,UBE2M
cg22150978,LOC100131691
cg10245319,ACTA2
cg06091566,SAMD11
cg08699435,NAA20
cg23950518,CHD1
cg06692169,LYPLAL1
cg06692169,LYPLAL1-AS1
cg01194329,FAM193B
cg06153917,GIMAP8
cg00402547,ARHGAP28
cg19324627,APOA1
cg18363394,POU1F1
cg20373747,SLC17A2
cg15153928,TPRX1
cg08687662,SMAD4
cg10196665,TCEANC
cg19421752,SLC6A19
cg19421752,SLC6A18
cg06942152,ASCC2
cg06277481,KANK3
cg00994561,BAT4
cg00994561,CSNK2B
cg12322373,KLF6
cg18545490,ATXN2
cg26886599,SUOX
cg18462898,LOC729991-MEF2B
cg18462898,MEF2B
cg21981379,WTAP
cg06824156,LOXL2
cg04596578,SCMH1
cg00277397,CALN1
cg26780333,ACOT4
cg04489887,AGBL1
cg04134217,PPP1R9A
cg25288863,YTHDC2
cg01658523,POLL
cg01658523,DPCD
cg25507001,NME5
cg14440205,MIR379
cg26295204,TIA1
cg17766148,ASCL5
cg03800969,SYTL3
cg09549073,HOXA5
cg03272225,JAK3
cg24546463,SNX31
cg13568563,CNOT1
cg14623216,ASB13
cg24613080,ACCN1
cg05962968,TSPAN18
cg17935035,CHST14
cg05847975,ATP2B3
cg10919344,OR5A1
cg00532973,OTUD4
cg05109300,NAB1
cg25763641,LOC100128573
cg07315693,MPZL2
cg00560284,SPATS2
cg20776317,SNAPC4
cg20482071,HEXB
cg12498895,DLK2
cg05544396,RRAD
cg05939871,SETBP1
cg26646208,PHOSPHO2-KLHL23
cg00715988,PAPOLA
cg25803632,HECW1
cg17847697,CECR6
cg17847697,LOC100996342
cg20678053,LAMTOR1
cg20678053,LRTOMT
cg19233790,PCED1B
cg17413194,GNA13
cg20535781,CHFR
cg11549020,MLK7-AS1
cg06024696,ZNF365
cg26260350,OTX1
cg26982609,YBX1
cg22540193,ADAT1
cg27016525,BPIFB1
cg22542859,MIR377
cg17221316,LOC158696
cg19511664,PPP2R3A
cg26553128,MEGF8
cg12791731,DRGX
cg26562417,ARL6IP4
cg01161877,UBLCP1
cg13636371,DFNB31
cg10880661,SLC25A51
cg00357221,TECTB
cg27134386,GABRA2
cg04932544,SYT14
cg09374857,C21orf45
cg15857260,LINC00676
cg02961384,MYO9B
cg06778024,ANKRD11
cg06618666,MMP3
cg23273758,WBSCR28
cg26061772,CASC3
cg24577455,PRKCZ
cg00090261,RGS22
cg19309149,GKAP1
cg12014008,GDF10
cg00838032,ZDHHC19
cg23056252,TRAPPC6B
cg01458504,GUCY1A3
cg05428268,TAF6L
cg25011720,PKDCC
cg00394028,BOD1L2
cg00475645,STAU2
cg20941737,ZBTB20
cg27353824,APOC4
cg19752722,ERBB2
cg19752722,PGAP3
cg26048334,OR1E2
cg23989516,OVOL1
cg03229590,CALN1
cg27191320,OR2T5
cg19054785,MGMT
cg08199133,SYCN
cg05276186,CXADR
cg20678353,C15orf53
cg23249120,TVP23A
cg12164826,NEK3
cg26915779,ZNF18
cg19695777,CDX2
cg14986864,TAB3
cg22178654,ZNF43
cg24260736,KDM6B
cg06065608,PACRG
cg06065608,PARK2
cg24803687,OR51I1
cg13353375,CAPS2
cg13353375,GLIPR1L1
cg27321942,RPL13AP5
cg27321942,SNORD33
cg27321942,SNORD35A
cg27321942,SNORD34
cg27321942,RPL13A
cg27321942,SNORD32A
cg20320604,OR2H1
cg14690207,ST6GALNAC1
cg05440824,CCL2
cg07048171,SPATA3
cg07048171,SPATA3-AS1
cg22775776,LYPD1
cg03917670,ZHX2
cg01337439,OAZ2
cg15541606,HBA1
cg01025842,TRADD
cg01025842,FBXL8
cg13983063,PPP2R2B
cg02945294,SRR
cg02945294,SMG6
cg11837377,COG2
cg07602985,BANP
cg17015704,FAM184A
cg00262446,EMCN
cg05269044,TTBK2
cg15377019,TOR2A
cg20040743,NECAB1
cg02092616,INF2
cg00229225,SLC25A17
cg23196831,COL14A1
cg11983233,CHURC1
cg16514843,PAX4
cg22727960,FAM69A
cg26438682,ODF3B
cg11819013,IMPDH2
cg24874389,TSPAN10
cg25723331,CD82
cg14006566,NUBPL
cg20581632,PCYT1A
cg02990147,FAM48B2
cg22465736,SPAG5
cg01952724,CTU1
cg08524474,ARHGAP22
cg11745672,HNRNPF
cg05125795,LPHN2
cg07246449,SLC27A3
cg24837192,ZNF558
cg00537910,ATG9A
cg00537910,ABCB6
cg04170508,CCL27
cg24903314,ARHGAP1
cg24903314,ZNF408
cg13024368,DKK3
cg27420687,HTR1A
cg05213296,RPF2
cg18151608,LOC100506606
cg18151608,FAR2
cg10672900,DZIP3
cg21105211,EPN1
cg21105211,U2AF2
cg26008509,EXOC3L2
cg04323831,TPRA1
cg04323831,MIR6825
cg26568722,MCM7
cg26568722,AP4M1
cg19473653,RB1
cg26297688,C12orf23
cg13217931,ZNF148
cg20257013,FAM100B
cg04109176,MANBAL
cg11637005,ENTPD1
cg25943452,TIAM1
cg13937208,EDNRB
cg10330885,MGC23284
cg10330885,MVD
cg10637873,TP53I3
cg10637873,FAM228B
cg22580513,CXCL13
cg07701797,MATN2
cg19991458,SMAD3
cg26689116,COX8A
cg27000851,TRAPPC3
cg03270777,HPDL
cg23465989,RALGAPB
cg18196647,BLMH
cg23965109,ST6GAL1
cg20982476,HBXIP
cg00088026,FBXO21
cg02790967,MIOS
cg02232089,NPAS2
cg24094675,COX19
cg13948050,C10orf47
cg17386700,MGC23284
cg17386700,MVD
cg19976449,PCDHA6
cg19976449,PCDHA2
cg19976449,PCDHA1
cg19976449,PCDHA9
cg19976449,PCDHA7
cg19976449,PCDHA11
cg19976449,PCDHA5
cg19976449,PCDHA10
cg19976449,PCDHA3
cg19976449,PCDHA4
cg19976449,PCDHA8
cg08166554,FBXL16
cg27438854,GOLGA8F
cg27438854,GOLGA8G
cg16103332,NPRL2
cg16103332,CYB561D2
cg17950169,TMEM63A
cg25730281,AMMECR1
cg25730281,SNORD96B
cg02035300,NFASC
cg16594845,JAGN1
cg06813419,TRAF5
cg07706387,C1QTNF1
cg14225844,MAD2L1BP
cg00722493,PCID2
cg00722493,CUL4A
cg03934979,SNX33
cg25853833,C2orf29
cg19101630,MOSPD3
cg06211872,TBX3
cg25268675,LRFN2
cg23495410,GCOM1
cg23495410,MYZAP
cg25683012,BAZ2A
cg18976501,MED7
cg02185971,C7orf70
cg09502866,KCNQ1DN
cg21535828,TOP1
cg11114344,NCRNA00188
cg11114344,SNORD49B
cg11114344,SNORD49A
cg12004276,LMO2
cg15478817,DDX18
cg13643180,HCG4
cg04890870,PTPMT1
cg19102412,LOC84931
cg23900225,GJD4
cg11354105,DNMT3A
cg16481032,HIST1H1C
cg12804010,SYT6
cg24807106,RSPO2
cg08733374,SLC25A21-AS1
cg08733374,SLC25A21
cg00764652,MX2
cg22405558,FAM119A
cg22775413,PCK2
cg03379309,METTL20
cg14347989,ZC3HAV1L
cg07410746,PIGY
cg01329373,SCNN1A
cg01329373,LTBR
cg24545949,PPP1R1C
cg21234134,DNAJC4
cg21234134,NUDT22
cg22256865,C3orf17
cg27203641,HSPB9
cg01439488,ANKRD5
cg24580017,UBE2V1
cg24580017,TMEM189-UBE2V1
cg23074401,DDX10
cg14666411,MYT1
cg15699444,AMPD2
cg20962693,IZUMO1R
cg00876532,CEP41
cg17574845,AMOT
cg03547606,NCKIPSD
cg10717906,VASP
cg09762778,PPP1R1B
cg05761734,FLI1
cg25486310,PCGF6
cg00418927,DDX19A
cg19369846,DEFB121
cg01923099,KCNQ1DN
cg23003296,TFDP2
cg26549174,ICAM1
cg11556164,LRRN3
cg11556164,IMMP2L
cg07223039,NR0B1
cg18418962,METTL4
cg18418962,NDC80
cg12315302,HIST1H4D
cg01835384,TMEM30B
cg23353861,ZNF526
cg12639730,ZNF664-FAM101A
cg05093677,SYN1
cg18488660,GPR33
cg13758243,ZNHIT3
cg25513173,HDGFRP3
cg23565292,KLHDC2
cg25362542,ZNF559
cg00032852,CHCHD3
cg12169218,FXYD3
cg02688643,MGST2
cg17027945,STOML1
cg21675424,CCDC116
cg15998531,CHD9
cg09427468,AGT
cg19322160,ERBB2
cg12704672,VSIG8
cg12724827,CENPI
cg15719789,RAI1
cg02417622,NUSAP1
cg02417622,OIP5
cg27182915,APH1A
cg07908874,ZNF511
cg07908874,TUBGCP2
cg06529201,HES7
cg03619586,CLIC1
cg15945600,AHRR
cg15945600,PDCD6
cg19020104,TRIM77
cg18818270,C10orf142
cg15006843,NUCKS1
cg08945395,PIK3R1
cg08375515,LOC100128006
cg08375515,ARHGAP44
cg13012868,GPR68
cg08744827,FAM208B
cg09667467,MRRF
cg26551187,MAT2B
cg15372217,PCOLCE2
cg03074370,PTOV1
cg24304210,PAK1
cg09728578,ST7
cg09728578,ST7OT4
cg09728578,ST7OT1
cg14995036,BCAR3
cg13197255,ZFYVE1
cg11870538,MAPK8
cg03858006,IL34
cg16294255,MMEL1
cg18256894,NKX6-3
cg13273972,SF3A1
cg13273972,CCDC157
cg17985854,BANF1
cg17985854,EIF1AD
cg11144775,SFRS11
cg19642294,C2orf91
cg15017285,SEC14L3
cg24298175,NCOA5
cg02932021,TMC5
cg21538020,SLC33A1
cg11082552,GJB6
cg00196387,DYRK4
cg08594100,ZNF821
cg27284088,PLAC8
cg07920282,TTC3
cg19300937,CCDC23
cg19300937,ERMAP
cg19698993,ZNF238
cg25219140,SGK494
cg25219140,SPAG5-AS1
cg25219140,KIAA0100
cg08571203,FOXJ2
cg04906915,TECPR1
cg19764436,RTDR1
cg19764436,GNAZ
cg03798743,CNTN5
cg03293697,ZNF433
cg15955291,ERO1LB
cg20096439,GJB1
cg20096439,BCYRN1
cg18509239,IGSF10
cg08815344,FSBP
cg08815344,RAD54B
cg22268025,STX6
cg11552370,NINJ2
cg11552370,LOC100049716
cg17098902,PCDHB18P
cg15294781,STX19
cg15294781,ARL13B
cg14253932,LIN37
cg07221824,SF1
cg23952643,EIF3F
cg08522775,LURAP1
cg08522775,POMGNT1
cg04016985,CNOT4
cg03750587,CNR2
cg07627535,LOC100132354
cg25833334,SLC6A6
cg25362708,EGR4
cg17626378,IL17RB
cg17626378,CHDH
cg24410644,FOXN3
cg19404832,TFAP2D
cg19369616,ZNF321
cg22589974,CSGALNACT1
cg09192410,COG5
cg09192410,DUS4L
cg22574288,LINC01239
cg23367857,CALD1
cg03918237,UNC13B
cg01160695,UNC84A
cg22883332,CALML3
cg10272173,SLC19A1
cg00057880,ABTB2
cg15187398,MOBKL2A
cg20573989,DKFZP586I1420
cg11528328,CLIC6
cg24637361,ACADL
cg14081884,ITPR2
cg01132271,MTFR1L
cg01132271,LOC646471
cg23933032,YTHDC1
cg20569807,PLCL2
cg16556399,CPEB2
cg05739757,RPL31
cg06933275,ATP11AUN
cg18606098,NHEDC2
cg02414742,NFATC1
cg07363307,NGEF
cg24855818,FAM83C
cg27137233,MYCN
cg27137233,MYCNOS
cg03589751,KIAA1199
cg03589751,MIR549
cg23379291,PITPNA
cg19196806,HBP1
cg09704049,SLC22A14
cg24385596,GCK
cg02075820,NUCB2
cg19515324,ASH2L
cg16564886,CALY
cg06964278,ABR
cg08087657,RDH13
cg09226087,KLF6
cg26260201,REEP6
cg26260201,PCSK4
cg23955881,KCNJ12
cg07250080,PSMB9
cg07250080,TAP1
cg10921694,SERPINA7
cg27300967,THAP3
cg03266956,ACTR3
cg03266956,LOC101060091
cg06652349,SEC22A
cg00891459,HNRNPR
cg09188212,LOC728024
cg09188212,ERLIN2
cg02440282,ZNF423
cg03106288,SLC2A1
cg12300750,ST3GAL6
cg19540471,SEMA6A
cg24766398,SLC17A1
cg01707298,HSPH1
cg13828097,HLA-B
cg09813089,CCDC15
cg15251830,LAMB1
cg10299746,PRR25
cg12601643,LQK1
cg12601643,FLVCR1
cg00380437,NCRNA00188
cg00380437,SNORD49B
cg00380437,SNORD49A
cg07175301,IGSF9
cg05106659,PET112L
cg17293195,KRTAP5-7
cg20785612,HDHD2
cg21481929,CDC42EP3
cg07945971,TSPAN9
cg21518767,LPGAT1
cg16716866,CBLL1
cg20823515,LRRC8B
cg16084740,ETV3
cg14639897,MATN2
cg02204046,MYCN
cg02204046,MYCNOS
cg21957644,OR2V2
cg18272361,FAM168B
cg17556612,ADAR
cg02975986,RAB4B
cg03485042,AARSD1
cg03485042,PTGES3L-AARSD1
cg03498559,UGT2B4
cg19951657,ZNF664-FAM101A
cg21977434,MAB21L2
cg21977434,LRBA
cg05045584,TEKT5
cg11102376,RANBP9
cg21029201,HIST1H4A
cg11112914,PRPS1L1
cg18230771,ACAN
cg23591342,MRPS18B
cg23591342,PPP1R10
cg20536146,ISLR
cg12233679,PLSCR3
cg12233679,TMEM256-PLSCR3
cg14427004,MST1R
cg11290181,CDC42SE2
cg23159236,GNAS
cg23131702,C10orf18
cg02758899,SLC41A3
cg17138785,WDR26
cg12360231,CDRT15P
cg03824617,C6orf103
cg07238066,NEAT1
cg09877009,PRKCQ
cg27550918,SYNPO2L
cg24342492,PARP1
cg02217979,SETD8
cg03784628,KCNK4
cg22251172,PCID2
cg22251172,CUL4A
cg26932976,KIAA0664
cg03918304,HOXD10
cg25607321,NAV2
cg25607321,LOC100126784
cg11193431,ERCC8
cg11193431,NDUFAF2
cg00077516,MRPS27
cg03803336,BIRC6
cg19990402,ZNF260
cg03446846,DPH1
cg03446846,OVCA2
cg12278684,CEACAM8
cg12278684,LIPE-AS1
cg02133234,NRBP2
cg07750552,TDRD3
cg07022477,HIF3A
cg20527089,HS3ST1
cg16197636,DKK4
cg02712036,RAB27A
cg25605408,C12orf76
cg22730042,U2AF1
cg15939915,C11orf60
cg08803571,RPP14
cg00030296,SEPT9
cg26081710,CASP7
cg14106263,RBMX2
cg03048354,LRRC16A
cg08514558,PPIF
cg00908733,LRRC4B
cg00011754,GRIP2
cg24396540,TMEM63C
cg16235860,USP1
cg00715011,HMGN5
cg00715011,SH3BGRL
cg00981594,ARL6IP1
cg04310579,CALU
cg01406381,SLC1A5
cg21756828,CLIC5
cg20004324,SOX5
cg14479139,SLC10A2
cg23231462,WNT9A
cg21943421,DLGAP4
cg06562165,TCF4
cg01959848,TMX2
cg01959848,MED19
cg08643176,PTK2
cg16396417,MZF1
cg16396417,LOC100131691
cg27139398,ADAM22
cg13831459,SLC25A28
cg04730866,EPHA6
cg14821401,ZNF136
cg16306654,ACOT7
cg09946147,SNORD109A
cg09946147,SNORD109B
cg06970744,GSTM2
cg19581091,MS4A3
cg08977371,CDH13
cg26187514,PPP2R5A
cg24826564,TCP11L2
cg15672043,POMK
cg09334429,ADGRB2
cg00329950,LINC00184
cg26824807,TRIM27
cg12235965,TBPL1
cg14074284,WFIKKN2
cg10469100,ZNF35
cg20454888,LOXHD1
cg02745398,DEFB131
cg09931198,ELMSAN1
cg23158483,GLRA1
cg16847645,COL9A3
cg24859022,SNTN
cg22486000,ZMYND12
cg02551493,OR11G2
cg14169160,LRRC42
cg14169160,HSPB11
cg24269657,F7
cg08263357,HYMAI
cg08263357,PLAGL1
cg14766682,CCDC120
cg12940001,CCNJ
cg12940001,ENTPD1-AS1
cg07510284,SYT14
cg17956903,ADGRF2
cg12281657,C14orf50
cg06460983,IFIT3
cg16161871,IL1R1
cg09381188,LAMA2
cg20573211,SCML4
cg04975811,C10orf105
cg04975811,CDH23
cg20353653,ZSCAN2
cg00290974,SBF2
cg27179172,REEP1
cg13777411,HPS5
cg13777411,GTF2H1
cg05339956,AASS
cg20501911,RHBDF2
cg01038479,TADA2A
cg01038479,ACACA
cg09394608,HTR2A
cg10819062,BCL6
cg20338182,HEPACAM2
cg05048372,PHLPP1
cg05899118,LMX1A
cg23964466,ZDHHC5
cg00184593,FGFBP1
cg16971439,DYRK1B
cg25615963,EIF4G1
cg12481180,CGN
cg07230192,FKBP9
cg08848657,LRRN2
cg26861488,SPOCK3
cg19698084,KIF20B
cg10857750,KDM4E
cg15826967,PASK
cg02310342,GPR146
cg02310342,C7orf50
cg07718463,CCNE1
cg11173131,C20orf123
cg15216213,TMEM242
cg18865257,PLEKHA6
cg16926196,DNMT1
cg21867850,LTK
cg26065573,CYP2E1
cg10828456,B4GALNT4
cg04518808,PRKCG
cg18020072,SNORA38
cg18020072,BAT2
cg01001508,GRM4
cg06853343,CT45A10
cg06853343,SAGE1
cg14786959,SEPT9
cg14025220,ATXN1
cg11973716,ZNF98
cg17944161,NOTCH3
cg01406860,MLLT4
cg23893402,MICAL3
cg27657187,DMRT2
cg09022442,SPIN4
cg08680384,FAM102B
cg23857200,MED29
cg23857200,PAF1
cg19380722,PKD2L1
cg14178895,C6orf105
cg08736216,ZYG11A
cg02910281,RHBDL2
cg01149192,MGAT1
cg27401972,KCNJ14
cg18289844,TMEM65
cg13543854,FLJ45983
cg13543854,GATA3
cg02927995,GLIS1
cg20088545,WNT7B
cg13465838,SLC9A2
cg24505619,PRG4
cg24505619,MIR548F1
cg04903693,RAD54L2
cg26369382,TFR2
cg01040654,NKX2-5
cg15345388,CCT4
cg18292086,OSBP2
cg11549615,PREX2
cg02678638,KIAA0182
cg12688043,MAP4
cg20884362,C21orf67
cg20884362,C21orf70
cg07245356,PCDH15
cg11070916,SLC25A29
cg08056558,SLC23A2
cg02075054,KIN
cg02075054,ATP5C1
cg15679049,NMB
cg17340043,MCM10
cg23817196,ARHGEF4
cg20747619,RPS21
cg12903648,FCRL5
cg04117480,ADAM30
cg08917478,ISL1
cg15655714,ASPDH
cg12327691,COX15
cg12327691,CUTC
cg13135047,RALA
cg23962478,PIM3
cg26695291,ST5
